peak_chr,peak_start,peak_end,peak_width,peak_strand,peak_id,peak_annotation,gene_chr,gene_start,gene_end,gene_length,gene_strand,ncbi_id,transcript_id,dist_to_tss,gene_id,gene_symbol,peak_annotation_general,gene_type,logFC,FDR
chr16,50369501,50372000,2500,*,chr16_50369501_50372000,Promoter (<=1kb),16,50315957,50368988,53032,2,29117,ENST00000710357,-513,ENSG00000166164,BRD7,Promoter (<=1kb),protein_coding,0.0656957434011343,0.90440218674277
chr16,50539501,50551500,12000,*,chr16_50539501_50551500,Promoter (<=1kb),16,50548396,50616108,67713,1,85407,ENST00000564336,0,ENSG00000140807,NKD1,Promoter (<=1kb),protein_coding,-0.0940594675876061,0.929638383062398
chr16,51641501,51645000,3500,*,chr16_51641501_51645000,Promoter (<=1kb),16,51645757,51647079,1323,1,642659,ENST00000698152,-757,ENSG00000224578,HNRNPA1L3,Promoter (<=1kb),protein_coding,0.571815036623631,0.129515474355777
chr16,55504501,55508000,3500,*,chr16_55504501_55508000,Promoter (1-2kb),16,55509072,55526058,16987,1,54947,ENST00000566911,-1072,ENSG00000087253,LPCAT2,Promoter (1-2kb),protein_coding,0.736450763160348,0.0561621696034171
chr16,55624501,55725500,101000,*,chr16_55624501_55725500,Promoter (<=1kb),16,55655988,55706192,50205,1,6530,ENST00000568943,0,ENSG00000103546,SLC6A2,Promoter (<=1kb),protein_coding,-0.745917020529305,0.18969769695619
chr16,55809501,55811500,2000,*,chr16_55809501_55811500,Promoter (<=1kb),16,55802936,55810655,7720,2,1066,ENST00000563241,0,ENSG00000198848,CES1,Promoter (<=1kb),protein_coding,0.927668518687355,0.00116521581569655
chr16,56563001,56571000,8000,*,chr16_56563001_56571000,Promoter (<=1kb),16,56565073,56568957,3885,1,84560,ENST00000219162,0,ENSG00000102891,MT4,Promoter (<=1kb),protein_coding,-0.0315468641834628,0.965338102476123
chr16,56583501,56588500,5000,*,chr16_56583501_56588500,Promoter (<=1kb),16,56589074,56591075,2002,1,4504,ENST00000561640,-574,ENSG00000087250,MT3,Promoter (<=1kb),protein_coding,-0.261638605870031,0.711813993946152
chr16,56667501,56670000,2500,*,chr16_56667501_56670000,Promoter (<=1kb),16,56666730,56668065,1336,2,4495,ENST00000379811,0,ENSG00000125144,MT1G,Promoter (<=1kb),protein_coding,-0.10956194928801,0.8042751407822
chr16,57031501,57033500,2000,*,chr16_57031501_57033500,Promoter (<=1kb),16,57034172,57083531,49360,1,84166,ENST00000538453,-672,ENSG00000140853,NLRC5,Promoter (<=1kb),protein_coding,-0.661445359690364,0.034914493466261
chr16,57608501,57612000,3500,*,chr16_57608501_57612000,Promoter (<=1kb),16,57610652,57651284,40633,1,9289,ENST00000565587,0,ENSG00000205336,ADGRG1,Promoter (<=1kb),protein_coding,-0.301191138953827,0.480262488368015
chr16,58283501,58286000,2500,*,chr16_58283501_58286000,Promoter (<=1kb),16,58284405,58285302,898,2,221191,ENST00000563336,0,ENSG00000103023,PRSS54,Promoter (<=1kb),protein_coding,-0.495572891190663,0.121041019789622
chr16,62033501,62038000,4500,*,chr16_62033501_62038000,Promoter (<=1kb),16,61647242,62036312,389071,2,1006,ENST00000585315,0,ENSG00000150394,CDH8,Promoter (<=1kb),protein_coding,0.477026718460017,0.194365281254073
chr16,66762001,66765500,3500,*,chr16_66762001_66765500,Promoter (2-3kb),16,66758304,66759208,905,2,283847,ENST00000559403,-2793,ENSG00000249961,TERB1,Promoter (2-3kb),protein_coding,-0.485730233594555,0.164822917901602
chr16,66924001,66927500,3500,*,chr16_66924001_66927500,Promoter (<=1kb),16,66921685,66925535,3851,2,6236,ENST00000299759,0,ENSG00000166592,RRAD,Promoter (<=1kb),protein_coding,0.185570295095724,0.757970696373993
chr16,67247501,67252000,4500,*,chr16_67247501_67252000,Promoter (<=1kb),16,67248872,67272058,23187,1,6553,ENST00000564812,0,ENSG00000135740,SLC9A5,Promoter (<=1kb),protein_coding,1.76070354769935,1.10474083500827e-9
chr16,67363501,67372000,8500,*,chr16_67363501_67372000,Promoter (<=1kb),16,67365143,67367398,2256,1,55282,ENST00000569121,0,ENSG00000159708,LRRC36,Promoter (<=1kb),protein_coding,-0.958019728525885,0.00802753491778927
chr16,67648001,67655500,7500,*,chr16_67648001_67655500,Promoter (<=1kb),16,67648507,67650120,1614,1,146206,ENST00000602562,0,ENSG00000159753,CARMIL2,Promoter (<=1kb),protein_coding,2.37390233799541,1.23446509361224e-15
chr16,68373001,68376500,3500,*,chr16_68373001_68376500,Promoter (<=1kb),16,68361134,68372258,11125,2,55512,ENST00000563226,-743,ENSG00000103056,SMPD3,Promoter (<=1kb),protein_coding,-0.560454277871262,0.0927587477355836
chr16,68552001,68560000,8000,*,chr16_68552001_68560000,Promoter (<=1kb),16,68557998,68576072,18075,1,146198,ENST00000573113,0,ENSG00000184939,ZFP90,Promoter (<=1kb),protein_coding,0.56621422187297,0.449342883007343
chr16,68733501,68736000,2500,*,chr16_68733501_68736000,Promoter (1-2kb),16,68737292,68835537,98246,1,999,ENST00000261769,-1292,ENSG00000039068,CDH1,Promoter (1-2kb),protein_coding,0.377143871106107,0.447315326318822
chr16,70802501,70811500,9000,*,chr16_70802501_70811500,Promoter (1-2kb),16,70687441,70801160,113720,2,55697,ENST00000568548,-1341,ENSG00000103043,VAC14,Promoter (1-2kb),protein_coding,-0.716578676480345,0.195662431364157
chr16,71291501,71304500,13000,*,chr16_71291501_71304500,Promoter (1-2kb),16,71285442,71289715,4274,2,55783,ENST00000563876,-1786,ENSG00000180917,CMTR2,Promoter (1-2kb),protein_coding,-1.36631148833275,6.62988408355209e-5
chr16,71545501,71550500,5000,*,chr16_71545501_71550500,Promoter (<=1kb),16,71478283,71546335,68053,2,7567,ENST00000564225,0,ENSG00000157429,ZNF19,Promoter (<=1kb),protein_coding,-0.783786256299749,0.0160547697237698
chr16,71575001,71579000,4000,*,chr16_71575001_71579000,Promoter (<=1kb),16,71565660,71577092,11433,2,6898,ENST00000355962,0,ENSG00000198650,TAT,Promoter (<=1kb),protein_coding,-0.516673862648551,0.299658872782924
chr16,72048001,72056000,8000,*,chr16_72048001_72056000,Promoter (<=1kb),16,72054505,72061055,6551,1,3240,ENST00000355906,0,ENSG00000257017,HP,Promoter (<=1kb),protein_coding,-0.653038376695879,0.119432087122675
chr16,72062501,72068500,6000,*,chr16_72062501_72068500,Promoter (<=1kb),16,72063148,72077246,14099,1,3250,ENST00000649683,0,ENSG00000261701,HPR,Promoter (<=1kb),protein_coding,0.054203998652728,0.926848528713585
chr16,72174501,72176500,2000,*,chr16_72174501_72176500,Promoter (<=1kb),16,72164786,72176878,12093,2,83449,ENST00000540440,378,ENSG00000118557,PMFBP1,Promoter (<=1kb),protein_coding,-0.260096222608363,0.465950045867225
chr16,75562001,75564500,2500,*,chr16_75562001_75564500,Promoter (1-2kb),16,75566375,75568405,2031,1,11345,ENST00000565057,-1875,ENSG00000034713,GABARAPL2,Promoter (1-2kb),protein_coding,-0.427230828632339,0.322924003150719
chr16,76276001,76279500,3500,*,chr16_76276001_76279500,Promoter (<=1kb),16,76277278,76559238,281961,1,85445,ENST00000307431,0,ENSG00000152910,CNTNAP4,Promoter (<=1kb),protein_coding,0.832485160874283,0.0236045406094482
chr16,78003501,78097000,93500,*,chr16_78003501_78097000,Promoter (<=1kb),16,78022546,78032100,9555,1,10143,ENST00000651443,0,ENSG00000166509,CLEC3A,Promoter (<=1kb),protein_coding,-1.47236797982619,6.1310022924552e-6
chr16,79226501,79241000,14500,*,chr16_79226501_79241000,Promoter (<=1kb),16,79211330,79229497,18168,2,4094,ENST00000569677,0,ENSG00000178573,MAF,Promoter (<=1kb),protein_coding,0.805784032348596,0.0803274967189472
chr16,81434501,81444500,10000,*,chr16_81434501_81444500,Promoter (<=1kb),16,81444808,81711762,266955,1,80790,ENST00000537098,-308,ENSG00000153815,CMIP,Promoter (<=1kb),protein_coding,-0.489264418503797,0.241795420020077
chr16,82169501,82205000,35500,*,chr16_82169501_82205000,Promoter (<=1kb),16,82147798,82170193,22396,2,10200,ENST00000563100,0,ENSG00000135698,MPHOSPH6,Promoter (<=1kb),protein_coding,-1.70768010626353,1.17379536100151e-7
chr16,83971501,83994000,22500,*,chr16_83971501_83994000,Promoter (<=1kb),16,83978545,83998285,19741,1,54550,ENST00000566836,0,ENSG00000103154,NECAB2,Promoter (<=1kb),protein_coding,-1.23432807574875,1.7074948483946e-4
chr16,84118001,84120500,2500,*,chr16_84118001_84120500,Promoter (1-2kb),16,84053763,84116942,63180,2,8720,ENST00000343411,-1059,ENSG00000140943,MBTPS1,Promoter (1-2kb),protein_coding,-0.419746027341125,0.34434023823843
chr16,84149501,84176500,27000,*,chr16_84149501_84176500,Promoter (<=1kb),16,84158842,84177917,19076,1,123872,ENST00000563818,0,ENSG00000154099,DNAAF1,Promoter (<=1kb),protein_coding,-0.796293289070361,0.201052339642969
chr16,84192001,84202000,10000,*,chr16_84192001_84202000,Promoter (<=1kb),16,84192976,84197166,4191,1,161931,ENST00000566526,0,ENSG00000140955,ADAD2,Promoter (<=1kb),protein_coding,-0.0402483400872798,0.950736339660418
chr16,84205001,84264500,59500,*,chr16_84205001_84264500,Promoter (<=1kb),16,84218657,84240012,21356,2,93107,ENST00000308251,0,ENSG00000168418,KCNG4,Promoter (<=1kb),protein_coding,-0.931978838138606,0.0507132026071695
chr16,84551501,84560500,9000,*,chr16_84551501_84560500,Promoter (<=1kb),16,84489363,84554033,64671,2,57707,ENST00000565079,0,ENSG00000140950,MEAK7,Promoter (<=1kb),protein_coding,-0.731682749029299,0.0409352795462324
chr16,84637001,84647500,10500,*,chr16_84637001_84647500,Promoter (1-2kb),16,84648511,84667686,19176,1,79786,ENST00000564996,-1011,ENSG00000135686,KLHL36,Promoter (1-2kb),protein_coding,-0.316479356520856,0.811668665479129
chr16,85026501,85033500,7000,*,chr16_85026501_85033500,Promoter (<=1kb),16,85014707,85027611,12905,2,55625,ENST00000728087,0,ENSG00000153786,ZDHHC7,Promoter (<=1kb),protein_coding,0.890694051308113,0.0217503657111497
chr16,85104001,85110000,6000,*,chr16_85104001_85110000,Promoter (<=1kb),16,85098370,85108071,9702,2,339145,ENST00000618669,0,ENSG00000153789,CIBAR2,Promoter (<=1kb),protein_coding,-0.387819411869468,0.735706996787652
chr16,85689501,85703000,13500,*,chr16_85689501_85703000,Promoter (<=1kb),16,85678623,85690073,11451,2,51659,ENST00000596233,0,ENSG00000131153,GINS2,Promoter (<=1kb),protein_coding,-0.82438718623192,0.0179503864846812
chr16,85710501,85714500,4000,*,chr16_85710501_85714500,Promoter (<=1kb),16,85707517,85710850,3334,2,404550,ENST00000602583,0,ENSG00000154102,C16orf74,Promoter (<=1kb),protein_coding,0.681501107083056,0.0318600616677064
chr16,87307001,87309000,2000,*,chr16_87307001_87309000,Promoter (<=1kb),16,87302814,87306125,3312,2,100506581,ENST00000565212,-876,ENSG00000260456,C16orf95,Promoter (<=1kb),protein_coding,0.0233617916373709,0.978394507063631
chr16,87637001,87653500,16500,*,chr16_87637001_87653500,Promoter (<=1kb),16,87653562,87698142,44581,1,57338,ENST00000563609,-62,ENSG00000154118,JPH3,Promoter (<=1kb),protein_coding,-0.361251434892317,0.788512502286783
chr16,87938001,87940500,2500,*,chr16_87938001_87940500,Promoter (1-2kb),16,87881549,87936580,55032,2,763,ENST00000648177,-1421,ENSG00000174990,CA5A,Promoter (1-2kb),protein_coding,0.257899802158972,0.468245511701312
chr16,87970001,87974500,4500,*,chr16_87970001_87974500,Promoter (<=1kb),16,87970018,88077318,107301,1,54971,ENST00000393207,0,ENSG00000172530,BANP,Promoter (<=1kb),protein_coding,0.182095120439449,0.636886322491272
chr16,88378501,88381000,2500,*,chr16_88378501_88381000,Promoter (1-2kb),16,88382959,88440753,57795,1,84627,ENST00000565624,-1959,ENSG00000225614,ZNF469,Promoter (1-2kb),protein_coding,-0.0265305613069876,0.973909831991484
chr16,88445501,88451500,6000,*,chr16_88445501_88451500,Promoter (1-2kb),16,88453280,88537031,83752,1,161882,ENST00000319555,-1780,ENSG00000179588,ZFPM1,Promoter (1-2kb),protein_coding,-0.770681449132044,0.0715595128605781
chr16,88689501,88692500,3000,*,chr16_88689501_88692500,Promoter (2-3kb),16,88677688,88686507,8820,2,333929,ENST00000332281,-2994,ENSG00000185669,SNAI3,Promoter (2-3kb),protein_coding,-0.0139780930021231,0.989922641737379
chr16,88867001,88873000,6000,*,chr16_88867001_88873000,Promoter (<=1kb),16,88863686,88866660,2975,2,390748,ENST00000547152,-341,ENSG00000205022,PABPN1L,Promoter (<=1kb),protein_coding,-0.927742669531377,0.0102858568801623
chr16,89083501,89094000,10500,*,chr16_89083501_89094000,Promoter (<=1kb),16,89088375,89114473,26099,1,197322,ENST00000537895,0,ENSG00000176715,ACSF3,Promoter (<=1kb),protein_coding,0.1044809533303,0.903635846621496
chr16,89375501,89378000,2500,*,chr16_89375501_89378000,Promoter (2-3kb),16,89287651,89373485,85835,2,29123,ENST00000642333,-2016,ENSG00000167522,ANKRD11,Promoter (2-3kb),protein_coding,0.442133130567876,0.311905409179793
chr16,89944501,89946500,2000,*,chr16_89944501_89946500,Promoter (2-3kb),16,89948697,89959091,10395,1,54849,ENST00000567999,-2197,ENSG00000140995,DEF8,Promoter (2-3kb),protein_coding,-0.0344776272435558,0.962144025202757
chr17,183001,186500,3500,*,chr17_183001_186500,Promoter (1-2kb),17,142789,181650,38862,2,8447,ENST00000697390,-1351,ENSG00000272636,DOC2B,Promoter (1-2kb),protein_coding,-0.35185616802352,0.488874782689769
chr17,1278501,1281500,3000,*,chr17_1278501_1281500,Promoter (<=1kb),17,1279662,1300978,21317,1,286753,ENST00000333813,0,ENSG00000184811,TRARG1,Promoter (<=1kb),protein_coding,-0.53244095094459,0.223448811922747
chr17,1625501,1629000,3500,*,chr17_1625501_1629000,Promoter (<=1kb),17,1569268,1628834,59567,2,124935,ENST00000301335,0,ENSG00000167703,SLC43A2,Promoter (<=1kb),protein_coding,0.71037915605768,0.0271270043915346
chr17,2777501,2780000,2500,*,chr17_2777501_2780000,Promoter (<=1kb),17,2777056,3034207,257152,1,23108,ENST00000540393,445,ENSG00000132359,RAP1GAP2,Promoter (<=1kb),protein_coding,-0.142393113499152,0.731274155570088
chr17,3080501,3136500,56000,*,chr17_3080501_3136500,Promoter (<=1kb),17,3088484,3104422,15939,2,4991,ENST00000641064,0,ENSG00000184166,OR1D2,Promoter (<=1kb),protein_coding,-2.14098610407104,1.92872318585405e-12
chr17,3181501,3217500,36000,*,chr17_3181501_3217500,Promoter (<=1kb),17,3197519,3198448,930,1,26189,ENST00000381951,0,ENSG00000172150,OR1A2,Promoter (<=1kb),protein_coding,-2.03379148652321,5.04002950990525e-10
chr17,3429001,3448000,19000,*,chr17_3429001_3448000,Promoter (<=1kb),17,3432870,3433841,972,2,8388,ENST00000248384,0,ENSG00000127780,OR1E2,Promoter (<=1kb),protein_coding,-1.81936768574146,7.274543003767461e-10
chr17,3547501,3551500,4000,*,chr17_3547501_3551500,Promoter (<=1kb),17,3510503,3546715,36213,2,162514,ENST00000616411,-786,ENSG00000167723,TRPV3,Promoter (<=1kb),protein_coding,-0.262047259179148,0.459233459815434
chr17,3696501,3699500,3000,*,chr17_3696501_3699500,Promoter (<=1kb),17,3690084,3696240,6157,2,100533970,ENST00000547933,-261,ENSG00000257950,P2RX5-TAX1BP3,Promoter (<=1kb),protein_coding,0.202733253269967,0.79360276800398
chr17,4526001,4533000,7000,*,chr17_4526001_4533000,Promoter (<=1kb),17,4533032,4537798,4767,1,124976,ENST00000571386,-32,ENSG00000183018,SPNS2,Promoter (<=1kb),protein_coding,-0.00559499467268936,0.998015054259099
chr17,4641001,4647500,6500,*,chr17_4641001_4647500,Promoter (<=1kb),17,4630919,4641678,10760,2,246,ENST00000293761,0,ENSG00000161905,ALOX15,Promoter (<=1kb),protein_coding,-0.0530221163106374,0.929570847462475
chr17,4771001,4775000,4000,*,chr17_4771001_4775000,Promoter (<=1kb),17,4771884,4783213,11330,1,9032,ENST00000576530,0,ENSG00000142484,TM4SF5,Promoter (<=1kb),protein_coding,-0.17525009975387,0.747892916590916
chr17,6435501,6439500,4000,*,chr17_6435501_6439500,Promoter (<=1kb),17,6423738,6435199,11462,2,23746,ENST00000250087,-302,ENSG00000129221,AIPL1,Promoter (<=1kb),protein_coding,0.163635833526171,0.935993197727553
chr17,6777501,6795000,17500,*,chr17_6777501_6795000,Promoter (<=1kb),17,6786815,6796635,9821,1,162517,ENST00000572251,0,ENSG00000177294,FBXO39,Promoter (<=1kb),protein_coding,-0.927641163500303,0.0123241896871991
chr17,7080001,7082000,2000,*,chr17_7080001_7082000,Promoter (<=1kb),17,7074537,7080251,5715,2,10462,ENST00000416562,0,ENSG00000132514,CLEC10A,Promoter (<=1kb),protein_coding,-0.189161253595174,0.622535196427372
chr17,7290001,7293500,3500,*,chr17_7290001_7293500,Promoter (<=1kb),17,7288369,7290392,2024,2,51087,ENST00000571464,0,ENSG00000006047,YBX2,Promoter (<=1kb),protein_coding,-0.379184829369408,0.241907417242686
chr17,7651001,7655500,4500,*,chr17_7651001_7655500,Promoter (<=1kb),17,7654109,7655934,1826,1,482,ENST00000577113,0,ENSG00000129244,ATP1B2,Promoter (<=1kb),protein_coding,0.00951177650192939,0.994239177421787
chr17,8072501,8076500,4000,*,chr17_8072501_8076500,Promoter (<=1kb),17,8072781,8074295,1515,2,242,ENST00000650441,0,ENSG00000179477,ALOX12B,Promoter (<=1kb),protein_coding,-1.4381190505309e-4,0.999889028699043
chr17,8122001,8125500,3500,*,chr17_8122001_8125500,Promoter (<=1kb),17,8120592,8124106,3515,2,84667,ENST00000541682,0,ENSG00000179111,HES7,Promoter (<=1kb),protein_coding,0.202775258854658,0.704594731582307
chr17,8393501,8399500,6000,*,chr17_8393501_8399500,Promoter (<=1kb),17,8390702,8397827,7126,2,643904,ENST00000399398,0,ENSG00000189051,RNF222,Promoter (<=1kb),protein_coding,0.134453534356116,0.867320072281179
chr17,8753501,8762500,9000,*,chr17_8753501_8762500,Promoter (<=1kb),17,8747524,8758552,11029,2,388333,ENST00000688021,0,ENSG00000183318,SPDYE4,Promoter (<=1kb),protein_coding,0.370540983185946,0.725570666983589
chr17,8907001,8913000,6000,*,chr17_8907001_8913000,Promoter (<=1kb),17,8880096,8912517,32422,2,23533,ENST00000581552,0,ENSG00000141506,PIK3R5,Promoter (<=1kb),protein_coding,-0.307313831537169,0.589947425734366
chr17,9005001,9019000,14000,*,chr17_9005001_9019000,Promoter (2-3kb),17,9021510,9244000,222491,1,9423,ENST00000173229,-2510,ENSG00000065320,NTN1,Promoter (2-3kb),protein_coding,-0.520805250615622,0.275920307326071
chr17,9833001,9841000,8000,*,chr17_9833001_9841000,Promoter (1-2kb),17,9842485,9860071,17587,1,9340,ENST00000304773,-1485,ENSG00000065325,GLP2R,Promoter (1-2kb),protein_coding,0.468546896360197,0.290621583157989
chr17,10358001,10366000,8000,*,chr17_10358001_10366000,Promoter (<=1kb),17,10300866,10364544,63679,2,8735,ENST00000621918,0,ENSG00000006788,MYH13,Promoter (<=1kb),protein_coding,-0.712730627922826,0.0483797241495666
chr17,10466501,10485000,18500,*,chr17_10466501_10485000,Promoter (<=1kb),17,10443290,10469559,26270,2,4622,ENST00000255381,0,ENSG00000264424,MYH4,Promoter (<=1kb),protein_coding,-2.10544208329786,7.31347664024426e-13
chr17,10488501,10537500,49000,*,chr17_10488501_10537500,Promoter (<=1kb),17,10492307,10518542,26236,2,4619,ENST00000226207,0,ENSG00000109061,MYH1,Promoter (<=1kb),protein_coding,-2.46117128595863,1.3212921277295302e-15
chr17,10548001,10553500,5500,*,chr17_10548001_10553500,Promoter (<=1kb),17,10521148,10549623,28476,2,4620,ENST00000532183,0,ENSG00000125414,MYH2,Promoter (<=1kb),protein_coding,-1.92683554987545,2.93798172809998e-10
chr17,11229001,11246000,17000,*,chr17_11229001_11246000,Promoter (<=1kb),17,11241213,11564063,322851,1,388336,ENST00000441885,0,ENSG00000188803,SHISA6,Promoter (<=1kb),protein_coding,0.967195451681282,0.0113147937767382
chr17,12784001,12788000,4000,*,chr17_12784001_12788000,Promoter (1-2kb),17,12789498,12991643,202146,1,9912,ENST00000379672,-1498,ENSG00000006740,ARHGAP44,Promoter (1-2kb),protein_coding,-0.647700109038626,0.109748843891643
chr17,16488501,16498500,10000,*,chr17_16488501_16498500,Promoter (<=1kb),17,16441577,16492193,50617,2,388341,ENST00000470794,0,ENSG00000181350,LRRC75A,Promoter (<=1kb),protein_coding,0.427563936743111,0.785361763343416
chr17,16565501,16569500,4000,*,chr17_16565501_16569500,Promoter (<=1kb),17,16546954,16569204,22251,2,57336,ENST00000395825,0,ENSG00000141040,ZNF287,Promoter (<=1kb),protein_coding,0.358446549085615,0.414207444017461
chr17,16973001,16979500,6500,*,chr17_16973001_16979500,Promoter (<=1kb),17,16939081,16972118,33038,2,23495,ENST00000261652,-883,ENSG00000240505,TNFRSF13B,Promoter (<=1kb),protein_coding,-0.632951095714636,0.0613571582579969
chr17,17461501,17476000,14500,*,chr17_17461501_17476000,Promoter (<=1kb),17,17476994,17485592,8599,1,55090,ENST00000580462,-994,ENSG00000141026,MED9,Promoter (<=1kb),protein_coding,0.595245960912308,0.651144247519194
chr17,18118001,18120500,2500,*,chr17_18118001_18120500,Promoter (2-3kb),17,18123113,18124565,1453,1,51168,ENST00000651088,-2613,ENSG00000091536,MYO15A,Promoter (2-3kb),protein_coding,0.449147392840349,0.295794413915062
chr17,19389001,19395000,6000,*,chr17_19389001_19395000,Promoter (1-2kb),17,19384415,19387190,2776,2,4239,ENST00000571210,-1811,ENSG00000166482,MFAP4,Promoter (1-2kb),protein_coding,-0.666224228116487,0.203354936088346
chr17,19550501,19557500,7000,*,chr17_19550501_19557500,Promoter (<=1kb),17,19555509,19577640,22132,1,55244,ENST00000495425,0,ENSG00000142494,SLC47A1,Promoter (<=1kb),protein_coding,-0.202513397253459,0.621912326212079
chr17,19642501,19646000,3500,*,chr17_19642501_19646000,Promoter (2-3kb),17,19648136,19677130,28995,1,224,ENST00000581518,-2136,ENSG00000072210,ALDH3A2,Promoter (2-3kb),protein_coding,0.231989962878228,0.648148976017754
chr17,27793501,27802000,8500,*,chr17_27793501_27802000,Promoter (<=1kb),17,27756766,27800529,43764,2,4843,ENST00000313735,0,ENSG00000007171,NOS2,Promoter (<=1kb),protein_coding,-0.0174110262972307,0.985288187602738
chr17,28464001,28477000,13000,*,chr17_28464001_28477000,Promoter (<=1kb),17,28473293,28497778,24486,1,9058,ENST00000444914,0,ENSG00000007216,SLC13A2,Promoter (<=1kb),protein_coding,-0.227955642424715,0.846426341798899
chr17,28500001,28521000,21000,*,chr17_28500001_28521000,Promoter (<=1kb),17,28506243,28538896,32654,1,8456,ENST00000577936,0,ENSG00000109101,FOXN1,Promoter (<=1kb),protein_coding,0.859561225857302,0.0498585288121261
chr17,29044501,29051500,7000,*,chr17_29044501_29051500,Promoter (<=1kb),17,29046640,29056225,9586,1,51268,ENST00000484308,0,ENSG00000179761,PIPOX,Promoter (<=1kb),protein_coding,-0.644936872905516,0.113665224349017
chr17,30052001,30055500,3500,*,chr17_30052001_30055500,Promoter (<=1kb),17,30055895,30059883,3989,1,374786,ENST00000581617,-395,ENSG00000176927,EFCAB5,Promoter (<=1kb),protein_coding,-0.337761323315428,0.892626143542895
chr17,30470501,30474500,4000,*,chr17_30470501_30474500,Promoter (2-3kb),17,30477362,30527592,50231,1,9527,ENST00000225724,-2862,ENSG00000108587,GOSR1,Promoter (2-3kb),protein_coding,-1.02646517285164,0.00106066600579647
chr17,32441001,32443500,2500,*,chr17_32441001_32443500,Promoter (<=1kb),17,32444379,32464561,20183,1,5717,ENST00000578213,-879,ENSG00000108671,PSMD11,Promoter (<=1kb),protein_coding,0.0616241853278697,0.91256770211605
chr17,32925501,32932000,6500,*,chr17_32925501_32932000,Promoter (<=1kb),17,32927910,32941613,13704,1,26022,ENST00000394642,0,ENSG00000006042,TMEM98,Promoter (<=1kb),protein_coding,3.18980460088528,3.59192076993907e-21
chr17,32978001,33012000,34000,*,chr17_32978001_33012000,Promoter (<=1kb),17,32991847,32997877,6031,1,124912,ENST00000269053,0,ENSG00000141316,SPACA3,Promoter (<=1kb),protein_coding,1.34355676996091,1.1217591823854e-4
chr17,33292501,33298000,5500,*,chr17_33292501_33298000,Promoter (<=1kb),17,33013087,33293295,280209,2,40,ENST00000225823,0,ENSG00000108684,ASIC2,Promoter (<=1kb),protein_coding,0.525562516540469,0.156247775075725
chr17,34244501,34261000,16500,*,chr17_34244501_34261000,Promoter (<=1kb),17,34255274,34257208,1935,1,6347,ENST00000580907,0,ENSG00000108691,CCL2,Promoter (<=1kb),protein_coding,0.710870018077123,0.131603042656272
chr17,34269501,34274500,5000,*,chr17_34269501_34274500,Promoter (<=1kb),17,34270221,34272242,2022,1,6354,ENST00000378569,0,ENSG00000108688,CCL7,Promoter (<=1kb),protein_coding,0.840053561208833,0.0342126010524402
chr17,34283501,34292500,9000,*,chr17_34283501_34292500,Promoter (<=1kb),17,34285742,34288334,2593,1,6356,ENST00000305869,0,ENSG00000172156,CCL11,Promoter (<=1kb),protein_coding,0.402881851420336,0.448692070869514
chr17,34318001,34322500,4500,*,chr17_34318001_34322500,Promoter (<=1kb),17,34319435,34321402,1968,1,6355,ENST00000394620,0,ENSG00000108700,CCL8,Promoter (<=1kb),protein_coding,0.0599725484535831,0.91247728622225
chr17,34938001,34953500,15500,*,chr17_34938001_34953500,Promoter (<=1kb),17,34927930,34949715,21786,2,10693,ENST00000577307,0,ENSG00000132141,CCT6B,Promoter (<=1kb),protein_coding,-2.33763931276609,3.3609616459689897e-13
chr17,35146001,35149000,3000,*,chr17_35146001_35149000,Promoter (<=1kb),17,35147817,35189343,41527,1,146862,ENST00000394570,0,ENSG00000141161,UNC45B,Promoter (<=1kb),protein_coding,-0.475230234744738,0.339328151885896
chr17,35408501,35431500,23000,*,chr17_35408501_35431500,Promoter (<=1kb),17,35409465,35423068,13604,2,55106,ENST00000714253,0,ENSG00000172123,SLFN12,Promoter (<=1kb),protein_coding,-1.92034012515603,1.6089853845026e-10
chr17,35582501,35585500,3000,*,chr17_35582501_35585500,Promoter (1-2kb),17,35586899,35657791,70893,1,163,ENST00000616784,-1399,ENSG00000006125,AP2B1,Promoter (1-2kb),protein_coding,-0.757896009855068,0.0298717135824788
chr17,35982001,35985500,3500,*,chr17_35982001_35985500,Promoter (<=1kb),17,35976499,35981497,4999,2,6360,ENST00000611905,-504,ENSG00000275152,CCL16,Promoter (<=1kb),protein_coding,-0.136317151451017,0.903801302754568
chr17,35993001,35999000,6000,*,chr17_35993001_35999000,Promoter (<=1kb),17,35996440,35998370,1931,2,6359,ENST00000614368,0,ENSG00000275718,CCL15,Promoter (<=1kb),protein_coding,-0.283865495339042,0.547343772187937
chr17,36016501,36021000,4500,*,chr17_36016501_36021000,Promoter (<=1kb),17,36013056,36017962,4907,2,6368,ENST00000612516,0,ENSG00000274736,CCL23,Promoter (<=1kb),protein_coding,0.138290119368487,0.815936684610623
chr17,36064001,36066000,2000,*,chr17_36064001_36066000,Promoter (<=1kb),17,36064272,36072032,7761,1,6362,ENST00000616054,0,ENSG00000275385,CCL18,Promoter (<=1kb),protein_coding,0.279548027557425,0.427483413758475
chr17,36944501,36949000,4500,*,chr17_36944501_36949000,Promoter (<=1kb),17,36948925,36996972,48048,1,26574,ENST00000679508,0,ENSG00000275700,AATF,Promoter (<=1kb),protein_coding,0.0242460970886802,0.975856527353993
