peak_chr,peak_start,peak_end,peak_width,peak_strand,peak_id,peak_annotation,gene_chr,gene_start,gene_end,gene_length,gene_strand,ncbi_id,transcript_id,dist_to_tss,gene_id,gene_symbol,peak_annotation_general,gene_type,logFC,FDR
chr11,61918001,61920500,2500,*,chr11_61918001_61920500,Promoter (<=1kb),11,61897301,61920267,22967,2,5866,ENST00000531922,0,ENSG00000167994,RAB3IL1,Promoter (<=1kb),protein_coding,-0.76632607119169,0.011732605136851
chr11,62171501,62197500,26000,*,chr11_62171501_62197500,Promoter (<=1kb),11,62190216,62193539,3324,1,10648,ENST00000306238,0,ENSG00000168515,SCGB1D1,Promoter (<=1kb),protein_coding,-0.716049572137198,0.20965061865919
chr11,62231001,62245000,14000,*,chr11_62231001_62245000,Promoter (<=1kb),11,62242239,62244812,2574,1,10647,ENST00000244926,0,ENSG00000124935,SCGB1D2,Promoter (<=1kb),protein_coding,0.802034598397882,0.0369672758890896
chr11,62264001,62274000,10000,*,chr11_62264001_62274000,Promoter (<=1kb),11,62270158,62272071,1914,1,4250,ENST00000525380,0,ENSG00000110484,SCGB2A2,Promoter (<=1kb),protein_coding,0.631335364320781,0.284876742359707
chr11,62292001,62303500,11500,*,chr11_62292001_62303500,Promoter (<=1kb),11,62296281,62299075,2795,2,404552,ENST00000358585,0,ENSG00000197745,SCGB1D4,Promoter (<=1kb),protein_coding,0.34803528773674,0.445199954084754
chr11,62332001,62336500,4500,*,chr11_62332001_62336500,Promoter (<=1kb),11,62337448,62393412,55965,1,80150,ENST00000415229,-948,ENSG00000162174,ASRGL1,Promoter (<=1kb),protein_coding,-0.317628839076444,0.693615368836364
chr11,62983001,62995500,12500,*,chr11_62983001_62995500,Promoter (<=1kb),11,62936385,62984824,48440,2,9356,ENST00000540654,0,ENSG00000197901,SLC22A6,Promoter (<=1kb),protein_coding,-0.527757231115579,0.439115466505132
chr11,63132001,63169500,37500,*,chr11_63132001_63169500,Promoter (<=1kb),11,63079940,63144221,64282,2,283238,ENST00000417740,0,ENSG00000197658,SLC22A24,Promoter (<=1kb),protein_coding,-2.21625874428338,5.70358974572e-13
chr11,63214501,63231000,16500,*,chr11_63214501_63231000,Promoter (<=1kb),11,63163827,63229647,65821,2,387601,ENST00000527057,0,ENSG00000196600,SLC22A25,Promoter (<=1kb),protein_coding,-1.56059765719694,2.40099590805599e-8
chr11,63368501,63389000,20500,*,chr11_63368501_63389000,Promoter (<=1kb),11,63369785,63410294,40510,1,114571,ENST00000279178,0,ENSG00000149742,SLC22A9,Promoter (<=1kb),protein_coding,-1.72375975166003,1.16388952531978e-8
chr11,63531501,63535000,3500,*,chr11_63531501_63535000,Promoter (1-2kb),11,63536808,63546458,9651,1,5920,ENST00000255688,-1808,ENSG00000133321,PLAAT4,Promoter (1-2kb),protein_coding,-0.718494351294166,0.0387080993385222
chr11,63561001,63564000,3000,*,chr11_63561001_63564000,Promoter (<=1kb),11,63552770,63563379,10610,2,54979,ENST00000255695,0,ENSG00000133328,PLAAT2,Promoter (<=1kb),protein_coding,-1.14888367070565,2.129645470473e-4
chr11,64097501,64101000,3500,*,chr11_64097501_64101000,Promoter (2-3kb),11,64103188,64119173,15986,1,23769,ENST00000246841,-2188,ENSG00000126500,FLRT1,Promoter (2-3kb),protein_coding,-0.117949649270663,0.75960676700709
chr11,64295001,64298500,3500,*,chr11_64295001_64298500,Promoter (<=1kb),11,64296862,64299973,3112,1,50801,ENST00000536690,0,ENSG00000182450,KCNK4,Promoter (<=1kb),protein_coding,-0.842098548155315,0.00540422064683893
chr11,64558501,64561000,2500,*,chr11_64558501_64561000,Promoter (1-2kb),11,64562082,64566699,4618,1,55867,ENST00000460745,-1082,ENSG00000168065,SLC22A11,Promoter (1-2kb),protein_coding,-0.394767208376593,0.320144257554112
chr11,64583001,64598500,15500,*,chr11_64583001_64598500,Promoter (<=1kb),11,64590641,64602348,11708,1,116085,ENST00000377567,0,ENSG00000197891,SLC22A12,Promoter (<=1kb),protein_coding,-0.576047230033033,0.438395334040924
chr11,64937001,64945000,8000,*,chr11_64937001_64945000,Promoter (<=1kb),11,64937517,64940646,3130,2,283129,ENST00000532617,0,ENSG00000168070,MAJIN,Promoter (<=1kb),protein_coding,-0.759321065559783,0.0308383329044217
chr11,65786001,65789500,3500,*,chr11_65786001_65789500,Promoter (<=1kb),11,65787063,65797214,10152,1,5017,ENST00000335987,0,ENSG00000172818,OVOL1,Promoter (<=1kb),protein_coding,1.60721736512529,6.70133490593422e-8
chr11,65940501,65943500,3000,*,chr11_65940501_65943500,Promoter (1-2kb),11,65945480,65959966,14487,1,254187,ENST00000532620,-1980,ENSG00000175513,TSGA10IP,Promoter (1-2kb),protein_coding,-0.504322571806982,0.158071666071981
chr11,66401501,66427500,26000,*,chr11_66401501_66427500,Promoter (<=1kb),11,66408623,66417046,8424,1,266743,ENST00000772409,0,ENSG00000174576,NPAS4,Promoter (<=1kb),protein_coding,0.692305354717506,0.0654840707360514
chr11,66725001,66738000,13000,*,chr11_66725001_66738000,Promoter (<=1kb),11,66682496,66728458,45963,2,6712,ENST00000713738,0,ENSG00000173898,SPTBN2,Promoter (<=1kb),protein_coding,1.05574539835323,0.00104985367373215
chr11,68682001,68687000,5000,*,chr11_68682001_68687000,Promoter (<=1kb),11,68684544,68691175,6632,1,51083,ENST00000265643,0,ENSG00000069482,GAL,Promoter (<=1kb),protein_coding,1.53156380665121,9.89883127905145e-8
chr11,68718501,68722000,3500,*,chr11_68718501_68722000,Promoter (2-3kb),11,68707559,68715934,8376,2,9633,ENST00000543240,-2567,ENSG00000132749,TESMIN,Promoter (2-3kb),protein_coding,-0.287835489731159,0.341999981142826
chr11,68982001,68984000,2000,*,chr11_68982001_68984000,Promoter (1-2kb),11,68980021,68980986,966,2,116512,ENST00000309106,-1015,ENSG00000172938,MRGPRD,Promoter (1-2kb),protein_coding,-0.142435410728756,0.691251962503834
chr11,71545001,71552500,7500,*,chr11_71545001_71552500,Promoter (<=1kb),11,71548420,71549608,1189,1,3846,ENST00000528743,0,ENSG00000254997,KRTAP5-9,Promoter (<=1kb),protein_coding,-0.499544656796356,0.206899234092086
chr11,71561501,71564500,3000,*,chr11_71561501_71564500,Promoter (1-2kb),11,71565563,71566735,1173,1,387273,ENST00000398531,-1063,ENSG00000204572,KRTAP5-10,Promoter (1-2kb),protein_coding,-0.0354982388906703,0.947840722549637
chr11,72127501,72135000,7500,*,chr11_72127501_72135000,Promoter (<=1kb),11,72135710,72139892,4183,1,2352,ENST00000612844,-710,ENSG00000110203,FOLR3,Promoter (<=1kb),protein_coding,-0.148992535093636,0.70702010828938
chr11,72216001,72220000,4000,*,chr11_72216001_72220000,Promoter (<=1kb),11,72216601,72221950,5350,1,2350,ENST00000449475,0,ENSG00000165457,FOLR2,Promoter (<=1kb),protein_coding,-0.0503393782728252,0.918582302807568
chr11,72243501,72249000,5500,*,chr11_72243501_72249000,Promoter (<=1kb),11,72239077,72244176,5100,2,401,ENST00000298231,0,ENSG00000165462,PHOX2A,Promoter (<=1kb),protein_coding,-0.559347288546854,0.179392101910736
chr11,73145001,73150000,5000,*,chr11_73145001_73150000,Promoter (2-3kb),11,72836745,73142318,305574,2,9873,ENST00000409418,-2683,ENSG00000137478,FCHSD2,Promoter (2-3kb),protein_coding,-0.250815684436431,0.603672426786292
chr11,74461501,74467000,5500,*,chr11_74461501_74467000,Promoter (<=1kb),11,74457082,74462367,5286,2,10008,ENST00000525550,0,ENSG00000175538,KCNE3,Promoter (<=1kb),protein_coding,-0.0659289954190146,0.877778529066095
chr11,75093001,75097500,4500,*,chr11_75093001_75097500,Promoter (<=1kb),11,75070512,75096964,26453,2,341152,ENST00000647690,0,ENSG00000171561,OR2AT4,Promoter (<=1kb),protein_coding,0.197973204815128,0.889867021067478
chr11,75228001,75246500,18500,*,chr11_75228001_75246500,Promoter (<=1kb),11,75240774,75243704,2931,1,100507050,ENST00000562197,0,ENSG00000261594,TPBGL,Promoter (<=1kb),protein_coding,-0.716316352780221,0.0404078531692896
chr11,75430501,75434000,3500,*,chr11_75430501_75434000,Promoter (<=1kb),11,75422394,75433203,10810,2,283212,ENST00000539798,0,ENSG00000149243,KLHL35,Promoter (<=1kb),protein_coding,-0.0636932526063885,0.882755799861635
chr11,75522501,75526000,3500,*,chr11_75522501_75526000,Promoter (<=1kb),11,75434640,75525941,91302,2,81544,ENST00000336898,0,ENSG00000158555,GDPD5,Promoter (<=1kb),protein_coding,-0.568921493243012,0.189592680077155
chr11,75716501,75719000,2500,*,chr11_75716501_75719000,Promoter (<=1kb),11,75717838,75732953,15116,1,80168,ENST00000198801,0,ENSG00000166391,MOGAT2,Promoter (<=1kb),protein_coding,-0.40955515480052,0.320601593522323
chr11,76667501,76673500,6000,*,chr11_76667501_76673500,Promoter (<=1kb),11,76657524,76670747,13224,2,2615,ENST00000260061,0,ENSG00000137507,LRRC32,Promoter (<=1kb),protein_coding,0.886263551881278,4.2026068706695e-4
chr11,76776001,76780500,4500,*,chr11_76776001_76780500,Promoter (1-2kb),11,76782251,76796068,13818,1,25987,ENST00000533752,-1751,ENSG00000182704,TSKU,Promoter (1-2kb),protein_coding,-0.330262578769257,0.363573423069432
chr11,77029501,77031500,2000,*,chr11_77029501_77031500,Promoter (2-3kb),11,77034398,77039915,5518,1,192134,ENST00000528622,-2898,ENSG00000198488,B3GNT6,Promoter (2-3kb),protein_coding,-0.345949519486469,0.266012470958662
chr11,77225501,77228000,2500,*,chr11_77225501_77228000,Promoter (1-2kb),11,77216862,77224302,7441,2,220032,ENST00000532907,-1199,ENSG00000178795,GDPD4,Promoter (1-2kb),protein_coding,-0.402807235676334,0.192728050835132
chr11,83067501,83071500,4000,*,chr11_83067501_83071500,Promoter (<=1kb),11,82973133,83071462,98330,2,27314,ENST00000612684,0,ENSG00000137502,RAB30,Promoter (<=1kb),protein_coding,-0.0070432649102973,0.993202059879153
chr11,86800001,86819000,19000,*,chr11_86800001_86819000,Promoter (<=1kb),11,86800521,86952788,152268,1,11098,ENST00000532234,0,ENSG00000150687,PRSS23,Promoter (<=1kb),protein_coding,-1.37112840945804,2.94566218002325e-6
chr11,87832001,87838000,6000,*,chr11_87832001_87838000,Promoter (<=1kb),11,87818687,87832428,13742,2,23682,ENST00000726285,0,ENSG00000123892,RAB38,Promoter (<=1kb),protein_coding,-1.47111325643165,7.59352209802459e-7
chr11,89488501,89506000,17500,*,chr11_89488501_89506000,Promoter (<=1kb),11,89324353,89491375,167023,2,50507,ENST00000263317,0,ENSG00000086991,NOX4,Promoter (<=1kb),protein_coding,-1.95111619239102,1.40702096032015e-10
chr11,89922001,89924500,2500,*,chr11_89922001_89924500,Promoter (<=1kb),11,89911409,89922245,10837,2,399939,ENST00000420869,0,ENSG00000223417,TRIM49D1,Promoter (<=1kb),protein_coding,-2.04234253378444,2.54240688928026e-10
chr11,92757001,92887000,130000,*,chr11_92757001_92887000,Promoter (<=1kb),11,92844340,92896305,51966,1,120114,ENST00000533797,0,ENSG00000165323,FAT3,Promoter (<=1kb),protein_coding,0.596611697707264,0.377411923360721
chr11,92966501,92969500,3000,*,chr11_92966501_92969500,Promoter (<=1kb),11,92969651,92982782,13132,1,4544,ENST00000257068,-151,ENSG00000134640,MTNR1B,Promoter (<=1kb),protein_coding,-0.610219936554422,0.0462133531668514
chr11,93545501,93552000,6500,*,chr11_93545501_93552000,Promoter (2-3kb),11,93478472,93543391,64920,2,56935,ENST00000298966,-2110,ENSG00000166002,SMCO4,Promoter (2-3kb),protein_coding,-0.722163956773938,0.0702159124172409
chr11,93649001,93660500,11500,*,chr11_93649001_93660500,Promoter (1-2kb),11,93661682,93730358,68677,1,85459,ENST00000325212,-1182,ENSG00000166004,CEP295,Promoter (1-2kb),protein_coding,0.255120562377174,0.573532439773804
chr11,94297001,94305500,8500,*,chr11_94297001_94305500,Promoter (<=1kb),11,94304580,94308146,3567,1,390243,ENST00000687084,0,ENSG00000183560,IZUMO1R,Promoter (<=1kb),protein_coding,-0.609002914188446,0.164291024389428
chr11,94397001,94401000,4000,*,chr11_94397001_94401000,Promoter (<=1kb),11,94379531,94401392,21862,2,10888,ENST00000539203,392,ENSG00000123901,GPR83,Promoter (<=1kb),protein_coding,-0.00354218793890647,0.997646075980505
chr11,94765001,94767500,2500,*,chr11_94765001_94767500,Promoter (<=1kb),11,94768342,94876748,108407,1,154810,ENST00000317829,-842,ENSG00000166025,AMOTL1,Promoter (<=1kb),protein_coding,0.328519832168859,0.297423402946603
chr11,95043001,95047500,4500,*,chr11_95043001_95047500,Promoter (1-2kb),11,95049422,95051338,1917,1,100129053,ENST00000711328,-1922,ENSG00000255855,KDM4F,Promoter (1-2kb),protein_coding,-0.247373828785324,0.676178525011947
chr11,105609501,105613000,3500,*,chr11_105609501_105613000,Promoter (<=1kb),11,105609535,105982055,372521,1,2893,ENST00000706777,0,ENSG00000152578,GRIA4,Promoter (<=1kb),protein_coding,-0.648054660622424,0.067928541301561
chr11,107711001,107713500,2500,*,chr11_107711001_107713500,Promoter (<=1kb),11,107707378,107712056,4679,2,6588,ENST00000305991,0,ENSG00000170290,SLN,Promoter (<=1kb),protein_coding,-0.395818754871088,0.342928097254005
chr11,107921501,107931000,9500,*,chr11_107921501_107931000,Promoter (<=1kb),11,107790991,107928293,137303,2,54733,ENST00000525071,0,ENSG00000110660,SLC35F2,Promoter (<=1kb),protein_coding,-0.108771806998327,0.870832006480965
chr11,110703001,110724500,21500,*,chr11_110703001_110724500,Promoter (<=1kb),11,110577042,110712728,135687,2,57569,ENST00000260283,0,ENSG00000137727,ARHGAP20,Promoter (<=1kb),protein_coding,-2.12958053827107,1.60453441728591e-11
chr11,111230501,111268000,37500,*,chr11_111230501_111268000,Promoter (<=1kb),11,111245725,111286401,40677,1,341032,ENST00000280325,0,ENSG00000150750,POU2AF2,Promoter (<=1kb),protein_coding,-2.19671645652651,1.84568234298757e-13
chr11,111451001,111462000,11000,*,chr11_111451001_111462000,Promoter (<=1kb),11,111404640,111455630,50991,2,54766,ENST00000525890,0,ENSG00000137707,BTG4,Promoter (<=1kb),protein_coding,-0.362031886105203,0.598250820043108
chr11,111908001,111918000,10000,*,chr11_111908001_111918000,Promoter (<=1kb),11,111912742,111926871,14130,1,100528019,ENST00000534100,0,ENSG00000254445,HSPB2-C11orf52,Promoter (<=1kb),protein_coding,-0.645014365253277,0.0663469417497856
chr11,113386501,113396000,9500,*,chr11_113386501_113396000,Promoter (<=1kb),11,113387779,113400416,12638,1,255239,ENST00000303941,0,ENSG00000170209,ANKK1,Promoter (<=1kb),protein_coding,0.391766026554704,0.465944180108354
chr11,113774001,113789000,15000,*,chr11_113774001_113789000,Promoter (<=1kb),11,113779796,113780485,690,1,644672,ENST00000453129,0,ENSG00000228607,CLDN25,Promoter (<=1kb),protein_coding,0.700400771812937,0.0669979769629738
chr11,113896001,113911000,15000,*,chr11_113896001_113911000,Promoter (<=1kb),11,113904796,113949079,44284,1,9177,ENST00000260191,0,ENSG00000149305,HTR3B,Promoter (<=1kb),protein_coding,0.944944548974027,0.0109783872260437
chr11,115179501,115182000,2500,*,chr11_115179501_115182000,Promoter (<=1kb),11,115176327,115179111,2785,2,23705,ENST00000546000,-390,ENSG00000182985,CADM1,Promoter (<=1kb),protein_coding,0.267896208004222,0.696461110892145
chr11,117797501,117803000,5500,*,chr11_117797501_117803000,Promoter (<=1kb),11,117427773,117797261,369489,2,57453,ENST00000321322,-240,ENSG00000177103,DSCAML1,Promoter (<=1kb),protein_coding,0.2883626763032,0.52384372619365
chr11,117835501,117842000,6500,*,chr11_117835501_117842000,Promoter (<=1kb),11,117838000,117842261,4262,2,53826,ENST00000583233,261,ENSG00000137726,FXYD6,Promoter (<=1kb),protein_coding,0.865558080211031,0.00880625758350692
chr11,117866501,117885500,19000,*,chr11_117866501_117885500,Promoter (<=1kb),11,117820163,117876667,56505,2,100533181,ENST00000532984,0,ENSG00000255245,FXYD6-FXYD2,Promoter (<=1kb),protein_coding,1.53254760041852,4.90343695890091e-8
chr11,117925001,117931500,6500,*,chr11_117925001_117931500,Promoter (<=1kb),11,117900641,117929402,28762,2,84000,ENST00000524993,0,ENSG00000137747,TMPRSS13,Promoter (<=1kb),protein_coding,1.16185349705599,1.16368593803547e-5
chr11,117978501,117989500,11000,*,chr11_117978501_117989500,Promoter (<=1kb),11,117986370,117999798,13429,1,3587,ENST00000530761,0,ENSG00000110324,IL10RA,Promoter (<=1kb),protein_coding,-0.54704410514897,0.555785119967402
chr11,118078501,118092000,13500,*,chr11_118078501_118092000,Promoter (<=1kb),11,118003634,118086963,83330,2,100526771,ENST00000689828,0,ENSG00000255274,SMIM35,Promoter (<=1kb),protein_coding,0.69927899017619,0.0432397711086686
chr11,118174501,118176500,2000,*,chr11_118174501_118176500,Promoter (<=1kb),11,118166601,118176600,10000,2,6327,ENST00000658882,100,ENSG00000149575,SCN2B,Promoter (<=1kb),protein_coding,0.155761672057651,0.671362334559641
chr11,118200001,118226000,26000,*,chr11_118200001_118226000,Promoter (<=1kb),11,118193725,118225011,31287,2,120425,ENST00000356289,0,ENSG00000160593,JAML,Promoter (<=1kb),protein_coding,1.30194980995169,3.51710331410292e-6
chr11,118264001,118270000,6000,*,chr11_118264001_118270000,Promoter (<=1kb),11,118253416,118264297,10882,2,10205,ENST00000278937,0,ENSG00000149573,MPZL2,Promoter (<=1kb),protein_coding,0.183543027929512,0.67922296772559
chr11,118336501,118354000,17500,*,chr11_118336501_118354000,Promoter (<=1kb),11,118334537,118342631,8095,2,915,ENST00000392884,0,ENSG00000167286,CD3D,Promoter (<=1kb),protein_coding,0.969133935939822,0.00135998285736513
chr11,118883001,118886500,3500,*,chr11_118883001_118886500,Promoter (<=1kb),11,118883892,118897787,13896,1,643,ENST00000292174,0,ENSG00000160683,CXCR5,Promoter (<=1kb),protein_coding,-0.57550561108071,0.0858409380579015
chr11,119316001,119318000,2000,*,chr11_119316001_119318000,Promoter (<=1kb),11,119308529,119317130,8602,2,4162,ENST00000264036,0,ENSG00000076706,MCAM,Promoter (<=1kb),protein_coding,-1.71705874941083,1.95413153394434e-8
chr11,119345001,119349000,4000,*,chr11_119345001_119349000,Promoter (<=1kb),11,119338942,119346705,7764,2,114902,ENST00000619721,0,ENSG00000223953,C1QTNF5,Promoter (<=1kb),protein_coding,-0.299818352942524,0.362872635570947
chr11,120230501,120239000,8500,*,chr11_120230501_120239000,Promoter (<=1kb),11,120236640,120319944,83305,1,25833,ENST00000260264,0,ENSG00000137709,POU2F3,Promoter (<=1kb),protein_coding,0.318769289582502,0.850195944951393
chr11,120846001,120859000,13000,*,chr11_120846001_120859000,Promoter (<=1kb),11,120858240,120862034,3795,1,2900,ENST00000527130,0,ENSG00000149403,GRIK4,Promoter (<=1kb),protein_coding,-9.7933528925127e-4,0.999308523144546
chr11,121099501,121103000,3500,*,chr11_121099501_121103000,Promoter (<=1kb),11,121101243,121191490,90248,1,7007,ENST00000392793,0,ENSG00000109927,TECTA,Promoter (<=1kb),protein_coding,-0.507411171567492,0.0976811497307083
chr11,123186501,123204000,17500,*,chr11_123186501_123204000,Promoter (<=1kb),11,123069872,123195248,125377,2,79827,ENST00000448775,0,ENSG00000166250,CLMP,Promoter (<=1kb),protein_coding,1.44733104361716,3.58688779011151e-7
chr11,123744501,123764500,20000,*,chr11_123744501_123764500,Promoter (<=1kb),11,123753580,123754518,939,2,390260,ENST00000327930,0,ENSG00000221931,OR6X1,Promoter (<=1kb),protein_coding,-1.14984245664348,9.11530923323173e-5
chr11,123797501,123809000,11500,*,chr11_123797501_123809000,Promoter (<=1kb),11,123805408,123806349,942,2,390261,ENST00000309154,0,ENSG00000196099,OR6M1,Promoter (<=1kb),protein_coding,-1.92795863132207,2.0684296711186198e-11
chr11,123897501,123918500,21000,*,chr11_123897501_123918500,Promoter (<=1kb),11,123902167,123909229,7063,1,338662,ENST00000641687,0,ENSG00000181518,OR8D4,Promoter (<=1kb),protein_coding,-1.90272341317892,4.67563414395039e-10
chr11,123935001,123939500,4500,*,chr11_123935001_123939500,Promoter (<=1kb),11,123939617,123940573,957,1,219875,ENST00000307033,-117,ENSG00000171014,OR4D5,Promoter (<=1kb),protein_coding,-1.34019244125259,2.58861294372937e-6
chr11,123941001,123961000,20000,*,chr11_123941001_123961000,Promoter (<=1kb),11,123942867,123943838,972,2,219874,ENST00000321252,0,ENSG00000181499,OR6T1,Promoter (<=1kb),protein_coding,-1.78733852873912,1.14866059900426e-8
chr11,123969501,123982000,12500,*,chr11_123969501_123982000,Promoter (<=1kb),11,123976661,123977781,1121,2,219873,ENST00000641123,0,ENSG00000196248,OR10S1,Promoter (<=1kb),protein_coding,-1.52275752361656,2.86096206052683e-7
chr11,123989501,124005500,16000,*,chr11_123989501_124005500,Promoter (<=1kb),11,123994163,123995161,999,2,79490,ENST00000307002,0,ENSG00000198674,OR10G6,Promoter (<=1kb),protein_coding,-1.5859648421735,1.72673627780133e-8
chr11,124007501,124016000,8500,*,chr11_124007501_124016000,Promoter (<=1kb),11,124012997,124018732,5736,1,390264,ENST00000641521,0,ENSG00000254737,OR10G4,Promoter (<=1kb),protein_coding,-1.69861695823732,4.46020885432002e-8
chr11,124019501,124023000,3500,*,chr11_124019501_124023000,Promoter (<=1kb),11,124023013,124023948,936,1,219870,ENST00000375024,-13,ENSG00000236981,OR10G9,Promoter (<=1kb),protein_coding,-1.26397845196204,1.36631851559106e-5
chr11,124026001,124037500,11500,*,chr11_124026001_124037500,Promoter (<=1kb),11,124026798,124030634,3837,1,219869,ENST00000641224,0,ENSG00000234560,OR10G8,Promoter (<=1kb),protein_coding,-2.12480291154286,2.0887478832748798e-11
chr11,124039001,124044500,5500,*,chr11_124039001_124044500,Promoter (<=1kb),11,124036013,124041325,5313,2,390265,ENST00000641585,0,ENSG00000182634,OR10G7,Promoter (<=1kb),protein_coding,-1.51996655326814,1.40652670643087e-6
chr11,124175001,124231500,56500,*,chr11_124175001_124231500,Promoter (<=1kb),11,124224732,124225666,935,1,26492,ENST00000412796,0,ENSG00000181214,OR8G2P,Promoter (<=1kb),protein_coding,-2.65731036578782,1.70494891255797e-15
chr11,124251001,124263000,12000,*,chr11_124251001_124263000,Promoter (<=1kb),11,124256376,124266224,9849,1,219865,ENST00000641992,0,ENSG00000255298,OR8G5,Promoter (<=1kb),protein_coding,-2.25249753795293,1.02218434246803e-13
chr11,124284001,124336000,52000,*,chr11_124284001_124336000,Promoter (<=1kb),11,124302831,124313949,11119,2,283159,ENST00000641015,0,ENSG00000196341,OR8D1,Promoter (<=1kb),protein_coding,-2.02099245545136,2.6224785563683e-11
chr11,124403501,124447500,44000,*,chr11_124403501_124447500,Promoter (<=1kb),11,124437445,124445696,8252,2,26493,ENST00000642064,0,ENSG00000197125,OR8B8,Promoter (<=1kb),protein_coding,-2.5574598634308,6.67368349335231e-15
chr11,124527501,124552500,25000,*,chr11_124527501_124552500,Promoter (<=1kb),11,124542722,124543654,933,2,219858,ENST00000306842,0,ENSG00000170953,OR8B12,Promoter (<=1kb),protein_coding,-1.82619284714724,2.0855034889272401e-10
chr11,124555001,124602500,47500,*,chr11_124555001_124602500,Promoter (<=1kb),11,124569997,124571141,1145,1,390275,ENST00000642111,0,ENSG00000196119,OR8A1,Promoter (<=1kb),protein_coding,-2.93586044482224,5.84160452222469e-18
chr11,124618001,124622000,4000,*,chr11_124618001_124622000,Promoter (<=1kb),11,124622836,124632434,9599,1,84897,ENST00000473629,-836,ENSG00000154144,TBRG1,Promoter (<=1kb),protein_coding,-0.357676240862962,0.321713053655003
chr11,124697501,124703500,6000,*,chr11_124697501_124703500,Promoter (1-2kb),11,124669436,124695707,26272,2,54414,ENST00000525730,-1794,ENSG00000110013,SIAE,Promoter (1-2kb),protein_coding,-0.546076151092023,0.133922065815567
chr11,124839001,124874000,35000,*,chr11_124839001_124874000,Promoter (<=1kb),11,124865432,124881471,16040,1,64221,ENST00000397801,0,ENSG00000154134,ROBO3,Promoter (<=1kb),protein_coding,0.916921566819669,0.00819296235909001
chr11,125060001,125066500,6500,*,chr11_125060001_125066500,Promoter (<=1kb),11,125063302,125080647,17346,1,219855,ENST00000532000,0,ENSG00000134955,SLC37A2,Promoter (<=1kb),protein_coding,1.35800590757949,1.13035971555545e-6
chr11,125717501,125758000,40500,*,chr11_125717501_125758000,Promoter (<=1kb),11,125746279,125749867,3589,1,160065,ENST00000305738,0,ENSG00000171053,PATE1,Promoter (<=1kb),protein_coding,-0.964169944898551,0.00141014051273306
chr11,125760501,125781500,21000,*,chr11_125760501_125781500,Promoter (<=1kb),11,125776113,125778828,2716,2,399967,ENST00000358524,0,ENSG00000196844,PATE2,Promoter (<=1kb),protein_coding,-1.11286952979601,7.04081225308106e-5
chr11,125784001,125791000,7000,*,chr11_125784001_125791000,Promoter (<=1kb),11,125788127,125791600,3474,1,100169851,ENST00000445202,0,ENSG00000236027,PATE3,Promoter (<=1kb),protein_coding,-0.798892835357044,0.00736425202689834
chr11,125824001,125847500,23500,*,chr11_125824001_125847500,Promoter (<=1kb),11,125833316,125835900,2585,1,399968,ENST00000525411,0,ENSG00000237353,PATE4,Promoter (<=1kb),protein_coding,-1.57400259543085,1.17838496906776e-6
chr11,126060501,126062500,2000,*,chr11_126060501_126062500,Promoter (<=1kb),11,126014818,126062315,47498,2,50937,ENST00000525625,0,ENSG00000064309,CDON,Promoter (<=1kb),protein_coding,0.602372191280693,0.0342971663132694
chr11,126437501,126449500,12000,*,chr11_126437501_126449500,Promoter (<=1kb),11,126429179,126440869,11691,2,84623,ENST00000526519,0,ENSG00000149571,KIRREL3,Promoter (<=1kb),protein_coding,-0.815168520152289,0.0334553363361314
chr11,128888001,128892000,4000,*,chr11_128888001_128892000,Promoter (<=1kb),11,128891356,128921163,29808,1,3762,ENST00000529694,0,ENSG00000120457,KCNJ5,Promoter (<=1kb),protein_coding,0.446680177383673,0.236357323276147
chr11,129364001,129382500,18500,*,chr11_129364001_129382500,Promoter (<=1kb),11,129375848,129452279,76432,1,8538,ENST00000281437,0,ENSG00000043039,BARX2,Promoter (<=1kb),protein_coding,1.25775906226735,9.79474032858618e-6
chr11,130059501,130066000,6500,*,chr11_130059501_130066000,Promoter (2-3kb),11,130068147,130144804,76658,1,334,ENST00000650012,-2147,ENSG00000084234,APLP2,Promoter (2-3kb),protein_coding,-0.569944374425166,0.338307412227907
chr11,130917501,130926500,9000,*,chr11_130917501_130926500,Promoter (1-2kb),11,130910308,130916479,6172,2,399979,ENST00000531608,-1022,ENSG00000120451,SNX19,Promoter (1-2kb),protein_coding,-0.614568913452415,0.145715108539799
chr11,131579001,131581000,2000,*,chr11_131579001_131581000,Promoter (1-2kb),11,131582011,131661048,79038,1,50863,ENST00000416661,-1011,ENSG00000182667,NTM,Promoter (1-2kb),protein_coding,-0.0683317772150073,0.879785236605707
chr11,133835501,133849000,13500,*,chr11_133835501_133849000,Promoter (<=1kb),11,133840631,133845513,4883,2,219938,ENST00000299140,0,ENSG00000166118,SPATA19,Promoter (<=1kb),protein_coding,-1.5559305402901,4.1681027490071e-8
chr11,133958501,133964000,5500,*,chr11_133958501_133964000,Promoter (1-2kb),11,133896438,133956968,60531,2,22997,ENST00000533871,-1533,ENSG00000080854,IGSF9B,Promoter (1-2kb),protein_coding,0.408536770377734,0.551694373846819
chr11,134384001,134492000,108000,*,chr11_134384001_134492000,Promoter (<=1kb),11,134378504,134387197,8694,2,27087,ENST00000531778,0,ENSG00000109956,B3GAT1,Promoter (<=1kb),protein_coding,1.08778597983931,8.9246132624176e-4
