gene_id,te_element,te_class,gene_symbol,regulation_level,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSG00000139826,Gene,Gene,ABHD13,Unchanged,736.029975455793,0.104969639985288,0.113177945249218,0.343830334363915,0.485399384398897
ENSG00000139832,Gene,Gene,RAB20,Unchanged,628.122942149647,0.240630149395718,0.122933121293524,0.0454176819077264,0.0963100576363753
ENSG00000139835,Gene,Gene,GRTP1,Unchanged,752.124622380265,-0.168228714043865,0.0970818749961534,0.0799452194397966,0.154424376624367
ENSG00000139842,Gene,Gene,CUL4A,Unchanged,3630.61412363543,-0.348111379862609,0.066715480210474,1.5714424080763e-07,9.44189043420704e-07
ENSG00000139865,Gene,Gene,TTC6,Unchanged,6.64752275008999,0.94480655403589,0.659852725116942,0.0266725770500326,0.0611796875840538
ENSG00000139880,Gene,Gene,CDH24,Unchanged,633.624809927354,-0.374171549071981,0.113536747087501,0.000796777247430974,0.00270851107674475
ENSG00000139890,Gene,Gene,REM2,Unchanged,19.169818997324,-0.520251201263891,0.366811871972311,0.0772862847735285,0.150070557994411
ENSG00000139899,Gene,Gene,CBLN3,Unchanged,53.335523171964,0.510631447244231,0.243126243688549,0.0212306264283895,0.0502734186313417
ENSG00000139908,Gene,Gene,TSSK4,Unchanged,2.04702114871208,0.00880241946245409,0.516696441037446,0.973269584162732,0.984561297597938
ENSG00000139914,Gene,Gene,FITM1,Upregulated,13.9750281317038,0.86041935818235,0.479049333839988,0.0183510102229533,0.0442487286980776
ENSG00000139921,Gene,Gene,TMX1,Unchanged,4760.96893258681,-0.166292067518851,0.0852022850726858,0.0471203489777453,0.099374134348188
ENSG00000139926,Gene,Gene,FRMD6,Upregulated,1140.77913351421,0.660123292374544,0.0874757055816057,2.16680456303527e-14,2.51229587166389e-13
ENSG00000139946,Gene,Gene,PELI2,Upregulated,922.806460036982,0.610173599232257,0.101477894854927,9.71892245011693e-10,7.42887043106446e-09
ENSG00000139970,Gene,Gene,RTN1,Unchanged,4.12936344452942,0.701853638973743,0.741444598609967,0.0712165639511469,0.140134710418732
ENSG00000139971,Gene,Gene,ARMH4,Unchanged,219.884989578511,0.347110490620742,0.12841103548342,0.00548680800558114,0.0153535921968473
ENSG00000139973,Gene,Gene,SYT16,Unchanged,1.66228693671211,0.399275943412146,0.6969754816182,0.132865081565464,0.232893039638748
ENSG00000139974,Gene,Gene,SLC38A6,Upregulated,190.748940799716,0.934722782046965,0.153013400865167,2.91278706897328e-10,2.34254414391442e-09
ENSG00000139977,Gene,Gene,NAA30,Unchanged,1803.35436830355,0.0498909812424663,0.0863244006701307,0.545297524595409,0.672844089375369
ENSG00000139985,Gene,Gene,ADAM21,Unchanged,91.1787176888724,-0.125688893870744,0.181579213219714,0.464329309654315,0.60211138368363
ENSG00000139988,Gene,Gene,RDH12,Unchanged,3.68795530555189,-0.0253732868102184,0.495420800291636,0.909658195719959,0.943644984314906
ENSG00000139990,Gene,Gene,DCAF5,Unchanged,1295.01620697821,0.0559562563477278,0.0727116974832732,0.429950484778378,0.569792723638765
ENSG00000139998,Gene,Gene,RAB15,Unchanged,430.434606143352,0.198664740197366,0.0916445199416419,0.0287819328116942,0.065293661221886
ENSG00000140006,Gene,Gene,WDR89,Downregulated,1386.86739884611,-0.615302689010179,0.113066106520712,2.8356450800461e-08,1.86562823873727e-07
ENSG00000140009,Gene,Gene,ESR2,Unchanged,12.8665159691614,-0.235138121632377,0.351447836626914,0.404910620011744,0.546352656708522
ENSG00000140022,Gene,Gene,STON2,Downregulated,367.895070327039,-2.22384875675005,0.119767518188757,2.16220886239975e-77,2.3369874121104e-75
ENSG00000140025,Gene,Gene,EFCAB11,Unchanged,443.422580019593,-0.506362640330021,0.101670606995259,3.91151592433699e-07,2.22687939714748e-06
ENSG00000140043,Gene,Gene,PTGR2,Unchanged,395.854701657157,-0.354424683200514,0.110944659657339,0.00109395123671021,0.00361743840609751
ENSG00000140044,Gene,Gene,JDP2,Upregulated,702.19368889881,1.36620434010216,0.130132902249717,1.18004432629811e-26,2.9824078659513e-25
ENSG00000140057,Gene,Gene,AK7,Unchanged,142.820907856903,0.14946056974127,0.165062555059818,0.346309278787737,0.488172560069621
ENSG00000140090,Gene,Gene,SLC24A4,Upregulated,4.5863986257952,1.2917392171392,0.874121470504436,0.014865987495709,0.0368427043592687
ENSG00000140092,Gene,Gene,FBLN5,Upregulated,136.255539784425,1.96988264783658,0.189745494436769,3.73496444772127e-26,9.13226011579081e-25
ENSG00000140104,Gene,Gene,CLBA1,Unchanged,663.739204632917,0.278638164179302,0.0969772379752379,0.00307342700236308,0.00918102660023325
ENSG00000140105,Gene,Gene,WARS1,Unchanged,2967.51337660006,-0.208064453628831,0.112097402965689,0.0576044250353167,0.117582421057138
ENSG00000140153,Gene,Gene,WDR20,Unchanged,1307.75767947736,0.402567612983893,0.080131726511295,3.92135833869179e-07,2.23114733472047e-06
ENSG00000140157,Gene,Gene,NIPA2,Unchanged,2944.0767459462,-0.177601935025633,0.0928377340726126,0.0519687054355179,0.107812435502763
ENSG00000140199,Gene,Gene,SLC12A6,Unchanged,985.806378138909,0.368359422110321,0.0783440331851014,1.89017550776019e-06,9.81158230642701e-06
ENSG00000140254,Gene,Gene,DUOXA1,Upregulated,33.3685763269902,1.36492082329144,0.302370186757403,1.0816514931722e-06,5.79602698707524e-06
ENSG00000140259,Gene,Gene,MFAP1,Unchanged,2506.73304467293,-0.171604631677784,0.0749843929639724,0.020772067110344,0.0493349561283966
ENSG00000140262,Gene,Gene,TCF12,Unchanged,5561.22751599999,-0.551347149265043,0.0588716593125549,6.276176231473e-21,1.16137751354637e-19
ENSG00000140263,Gene,Gene,SORD,Downregulated,3750.33451521352,-1.29800518283559,0.0699993236324713,1.99122062867157e-77,2.16036081439219e-75
ENSG00000140264,Gene,Gene,SERF2,Unchanged,10580.3467698143,0.0496160671899099,0.0885007495893368,0.56665277675028,0.690063178344607
ENSG00000140265,Gene,Gene,ZSCAN29,Unchanged,1613.50821765397,0.0815193022802303,0.0695978871369882,0.232175895972064,0.360774765325212
ENSG00000140279,Gene,Gene,DUOX2,Upregulated,33.4826443430269,2.17779224871369,0.35311760205569,1.03226535295523e-10,8.66568390150766e-10
ENSG00000140280,Gene,Gene,LYSMD2,Unchanged,487.335286178596,-0.165759414244549,0.103054900458369,0.102659115672518,0.189732185154454
ENSG00000140284,Gene,Gene,SLC27A2,Upregulated,1526.44952735554,0.757288535246433,0.0874962548071706,1.83064357131329e-18,2.85909051252619e-17
ENSG00000140297,Gene,Gene,GCNT3,Unchanged,151.383989182107,-0.152620737388925,0.18690725338937,0.387902222276319,0.529461947401697
ENSG00000140299,Gene,Gene,BNIP2,Unchanged,5436.2411601966,0.0984125736102066,0.080883805655461,0.22394232212049,0.351541520569184
ENSG00000140307,Gene,Gene,GTF2A2,Unchanged,1810.87675148103,-0.189615193662563,0.079308620890276,0.0155393974829008,0.0382671241716657
ENSG00000140319,Gene,Gene,SRP14,Unchanged,4473.71411613107,-0.295677041410754,0.0819202321791319,0.000228233645588744,0.000857574248515832
ENSG00000140320,Gene,Gene,BAHD1,Unchanged,1550.63566308536,0.0386554078788153,0.116757396655238,0.730101772669232,0.821868549050965
ENSG00000140323,Gene,Gene,DISP2,Unchanged,211.553513278606,-0.485164564592568,0.174425471827008,0.00339337149914452,0.0100317511766048
ENSG00000140326,Gene,Gene,CDAN1,Unchanged,1098.88945072351,-0.0543027414721694,0.096745373671251,0.586275699383107,0.707557873628455
ENSG00000140332,Gene,Gene,TLE3,Unchanged,1376.89092738946,-0.275453754406011,0.113581582321986,0.0132274084831376,0.033128313320271
ENSG00000140350,Gene,Gene,ANP32A,Downregulated,5505.46684673167,-0.896977038657232,0.0708881746951534,3.76078641970952e-37,1.44040643892606e-35
ENSG00000140365,Gene,Gene,COMMD4,Unchanged,1937.13427233003,-0.267580338515358,0.097617378177653,0.00533200099257563,0.0149865362807479
ENSG00000140367,Gene,Gene,UBE2Q2,Unchanged,1143.92220123809,0.171913770766656,0.0884207752755879,0.0507627088727169,0.105738292295836
ENSG00000140374,Gene,Gene,ETFA,Unchanged,3932.76575796473,-0.171175378386666,0.0944411090298437,0.0655848987400679,0.130821356214547
ENSG00000140382,Gene,Gene,HMG20A,Unchanged,2483.05748312652,-0.0915565746514566,0.0742327266661599,0.213208342145378,0.338509171754741
ENSG00000140386,Gene,Gene,SCAPER,Unchanged,629.301226785822,0.570094107803038,0.109693293409962,1.11577200308399e-07,6.84823367089666e-07
ENSG00000140391,Gene,Gene,TSPAN3,Unchanged,7932.18985508425,-0.350945699239947,0.074984692192727,2.48420102690472e-06,1.26782672333571e-05
ENSG00000140395,Gene,Gene,SKIC8,Unchanged,2032.29605260608,-0.547130262281219,0.0836406056504358,3.37371379477477e-11,2.97115893271924e-10
ENSG00000140396,Gene,Gene,NCOA2,Unchanged,3026.29944180231,0.103466207786664,0.062832750111892,0.0987210546940597,0.183943226762459
ENSG00000140398,Gene,Gene,NEIL1,Upregulated,1154.95654858468,0.875788929458575,0.0902991834589426,8.96442863841439e-23,1.83625991937198e-21
ENSG00000140400,Gene,Gene,MAN2C1,Unchanged,1581.817186998,0.541679159402041,0.0781820849129156,2.35776934880487e-12,2.29769776635239e-11
ENSG00000140403,Gene,Gene,DNAJA4,Unchanged,1609.26872972675,-0.210705742010295,0.088595250150477,0.0170775445609691,0.041542255456325
ENSG00000140406,Gene,Gene,TLNRD1,Downregulated,1095.04365726953,-0.673990850117499,0.098638605857225,3.86104618642458e-12,3.70322997927526e-11
ENSG00000140416,Gene,Gene,TPM1,Unchanged,851.811986241601,-0.227491795426578,0.0875514832831744,0.00830655378399531,0.0220585579965121
ENSG00000140443,Gene,Gene,IGF1R,Unchanged,1100.9863826019,0.0553700811456783,0.109846257571332,0.602220699257632,0.721128265248951
ENSG00000140450,Gene,Gene,ARRDC4,Downregulated,561.93342852721,-1.75657297243617,0.148092923793824,1.70580075899495e-33,5.61399294776955e-32
ENSG00000140451,Gene,Gene,PIF1,Downregulated,1004.14493361591,-0.851603766733534,0.128212738432218,8.62934015866680e-12,8.01007131058551e-11
ENSG00000140455,Gene,Gene,USP3,Downregulated,2586.87553538523,-0.63503275100205,0.0666057732201214,6.1154862154935e-22,1.19356555179816e-20
ENSG00000140459,Gene,Gene,CYP11A1,Upregulated,4.01285898996845,2.76224716827037,1.36262295231298,0.00309261122482691,0.00922770769520139
ENSG00000140463,Gene,Gene,BBS4,Unchanged,554.931339749921,0.21508827494768,0.104322256622468,0.0361780765545518,0.0795979054983099
ENSG00000140464,Gene,Gene,PML,Upregulated,1234.36465881333,0.76040753355837,0.100716496580809,1.84847023344583e-14,2.159879182684e-13
ENSG00000140465,Gene,Gene,CYP1A1,Upregulated,303.971934721033,2.12092473337786,0.125019204935146,1.62697714663637e-65,1.34173889890526e-63
ENSG00000140470,Gene,Gene,ADAMTS17,Upregulated,313.256047160596,1.81330864440963,0.123542709849233,1.05258581952277e-49,6.00689675485256e-48
ENSG00000140471,Gene,Gene,LINS1,Unchanged,625.022661637708,-0.300702791885815,0.101923930739488,0.00269435959816279,0.00814761093407979
ENSG00000140474,Gene,Gene,ULK3,Unchanged,2203.18955421812,0.000875520392169605,0.0743644580816771,0.996814926418335,0.998179228300431
ENSG00000140479,Gene,Gene,PCSK6,Unchanged,626.051683687189,-0.187787858235758,0.0966361097503491,0.0496091831321437,0.103726824916205
ENSG00000140481,Gene,Gene,CCDC33,Upregulated,10.0056305312694,2.44152600802457,0.743618451376365,0.000159712381064035,0.000617811712821071
ENSG00000140488,Gene,Gene,CELF6,Unchanged,20.0569730748997,0.449139352317599,0.320969873390106,0.0984610681556094,0.183542700643637
ENSG00000140497,Gene,Gene,SCAMP2,Unchanged,2709.31964431435,0.262286038247585,0.0936961555433498,0.00419825364043734,0.0121321621811058
ENSG00000140505,Gene,Gene,CYP1A2,Unchanged,1.44907316321053,0.43434527734187,0.741838545707696,0.0987981900283996,0.184038879375268
ENSG00000140511,Gene,Gene,HAPLN3,Unchanged,348.417115960408,0.577920345680038,0.116700000442161,4.1502636585043e-07,2.35575140703723e-06
ENSG00000140521,Gene,Gene,POLG,Unchanged,3970.71578609483,-0.0870557767284846,0.0855543578481543,0.313458321547167,0.453468857586031
ENSG00000140525,Gene,Gene,FANCI,Unchanged,5823.15931516724,-0.261004796220429,0.087724013399072,0.00246577725114638,0.0075338353232906
ENSG00000140526,Gene,Gene,ABHD2,Unchanged,2408.43978324813,-0.288651402039957,0.0681639023016272,1.97848744558921e-05,8.84584155005368e-05
ENSG00000140527,Gene,Gene,WDR93,Unchanged,24.9416689999125,0.132463930814785,0.309104536049454,0.616965791071203,0.733746458104198
ENSG00000140534,Gene,Gene,TICRR,Unchanged,1562.32746570188,-0.500207410705994,0.117951275220748,1.33722026558125e-05,6.11282330312326e-05
ENSG00000140543,Gene,Gene,DET1,Unchanged,110.739442357617,-0.0205583474384986,0.142112834966868,0.872024903874543,0.918066583299126
ENSG00000140545,Gene,Gene,MFGE8,Unchanged,866.688132352236,0.00491636373940636,0.0924416731774457,0.955039998836295,0.972534133520955
ENSG00000140548,Gene,Gene,ZNF710,Unchanged,503.696551661602,-0.22065275603191,0.110727816146422,0.041976850272411,0.0900712472306344
ENSG00000140553,Gene,Gene,UNC45A,Unchanged,4331.23407215685,-0.0465283435151715,0.0952598269415581,0.608117302411113,0.726044830338112
ENSG00000140563,Gene,Gene,MCTP2,Unchanged,615.29159677593,0.181206240154081,0.0931404004834181,0.0459047249712028,0.0971767506735144
ENSG00000140564,Gene,Gene,FURIN,Upregulated,2466.54538045884,0.76339265554524,0.0934485013511137,1.09286161822776e-16,1.49849656004377e-15
ENSG00000140575,Gene,Gene,IQGAP1,Unchanged,16537.9586552769,0.331296426291713,0.0585451147821605,1.86224500907004e-08,1.24735443870433e-07
ENSG00000140577,Gene,Gene,CRTC3,Unchanged,1050.19280093272,-0.0789561226061308,0.0894376984688726,0.375420737241277,0.517044371906499
ENSG00000140598,Gene,Gene,EFL1,Unchanged,1471.37113457848,0.188667510032059,0.0773693875101927,0.0144143956308351,0.0358494173215591
ENSG00000140600,Gene,Gene,SH3GL3,Unchanged,37.134857667006,-0.351628637131588,0.290358284406619,0.162219839025668,0.272313265487612
ENSG00000140612,Gene,Gene,SEC11A,Unchanged,4119.8273880819,-0.328424174249436,0.0730359392875724,5.64189853047247e-06,2.7364598447816e-05
ENSG00000140623,Gene,Gene,SEPTIN12,Upregulated,1.55467153386814,1.83845004435064,4.36782094712518,0.00935319090254362,0.0244533580001081
ENSG00000140632,Gene,Gene,GLYR1,Unchanged,2068.14440720494,-0.0853925763908516,0.0636831788897609,0.194557474377181,0.314978892134949
ENSG00000140650,Gene,Gene,PMM2,Unchanged,2207.92199585451,-0.297576529325649,0.0832217716450533,0.000290248832306419,0.00107150759035276
ENSG00000140675,Gene,Gene,SLC5A2,Unchanged,3.68784184562264,0.0564744180874035,0.459775826113189,0.849158155795264,0.903762730975832
ENSG00000140678,Gene,Gene,ITGAX,Unchanged,43.3539988676555,0.287962243121777,0.279181314151471,0.240190339404479,0.369928444232728
ENSG00000140682,Gene,Gene,TGFB1I1,Upregulated,382.696397076366,0.65605194827921,0.117306285425158,1.12130762384633e-08,7.68565739582782e-08
ENSG00000140688,Gene,Gene,RUSF1,Unchanged,2418.53114920993,0.274073296204947,0.0747147620193856,0.000198068873214956,0.000752756689972769
ENSG00000140691,Gene,Gene,ARMC5,Unchanged,709.941933272102,-0.125014388113449,0.140099012394144,0.354188285011997,0.496141802873456
ENSG00000140694,Gene,Gene,PARN,Unchanged,2905.29307071311,-0.386044362467393,0.0778808892919956,5.12681998945074e-07,2.87573582816959e-06
ENSG00000140718,Gene,Gene,FTO,Unchanged,1493.77513694821,-0.333391729605286,0.0813964151280844,3.1811729122351e-05,0.000137324641267347
ENSG00000140740,Gene,Gene,UQCRC2,Unchanged,5351.29835393403,-0.381733289648323,0.0812862325003073,2.10351589272338e-06,1.08381586281995e-05
ENSG00000140743,Gene,Gene,CDR2,Unchanged,1539.30600552162,0.175832747782763,0.0932995593900921,0.0564111469430688,0.115535146918858
ENSG00000140750,Gene,Gene,ARHGAP17,Unchanged,491.348541404992,-0.0863792364247582,0.101629833682131,0.384032208937106,0.525688416877495
ENSG00000140795,Gene,Gene,MYLK3,Unchanged,5.7403167104548,-0.147037849904998,0.457894856860438,0.610811268609102,0.72826712094652
ENSG00000140798,Gene,Gene,ABCC12,Unchanged,3.34078339014072,0.240508090246513,0.53112323286005,0.395937289361418,0.537779637025833
ENSG00000140807,Gene,Gene,NKD1,Upregulated,898.263036153031,1.22811646679873,0.0925936540859636,7.46991271464557e-41,3.25414487633125e-39
ENSG00000140829,Gene,Gene,DHX38,Unchanged,3601.22312712395,-0.438619232500451,0.092044612113159,1.28649950258812e-06,6.81436361738431e-06
ENSG00000140830,Gene,Gene,TXNL4B,Unchanged,586.650271279569,-0.476848085530978,0.122419320821556,6.46843500867327e-05,0.000266296817973572
ENSG00000140832,Gene,Gene,MARVELD3,Downregulated,1131.62638090278,-1.11065922131197,0.0893522970833381,3.94166586737568e-36,1.4400959521088e-34
ENSG00000140835,Gene,Gene,CHST4,Upregulated,191.308186624033,0.944108720015345,0.175467699807445,1.95303762882626e-08,1.30541053410467e-07
ENSG00000140836,Gene,Gene,ZFHX3,Unchanged,487.336577013311,0.474385327769141,0.120410660540056,5.39904660551781e-05,0.000225294524483541
ENSG00000140839,Gene,Gene,CLEC18B,Unchanged,43.7587256250097,-0.0234742511551651,0.235779816208322,0.908872502530736,0.943042118737991
ENSG00000140848,Gene,Gene,CPNE2,Unchanged,2182.83239266514,0.410277989322201,0.0879924298221479,2.33011006489622e-06,1.19302638779381e-05
ENSG00000140853,Gene,Gene,NLRC5,Upregulated,1318.49003481927,1.0652559646725,0.0844616236545587,4.41400818190714e-37,1.68381429762752e-35
ENSG00000140854,Gene,Gene,KATNB1,Downregulated,1064.53218409448,-0.80476436733011,0.114183285557758,6.63593785947977e-13,6.80624913308396e-12
ENSG00000140859,Gene,Gene,KIFC3,Upregulated,1410.02335952894,0.788575317590617,0.111298403932809,5.51650486882012e-13,5.70732233237539e-12
ENSG00000140876,Gene,Gene,NUDT7,Downregulated,161.047508474496,-0.725081578207532,0.143839441371466,1.98156878069131e-07,1.17234259979776e-06
ENSG00000140905,Gene,Gene,GCSH,Unchanged,1601.07096074426,-0.524055649123653,0.0901476457655779,4.04922320429891e-09,2.90302851536345e-08
ENSG00000140931,Gene,Gene,CMTM3,Unchanged,675.225341435338,0.0820112629114036,0.0998694424938148,0.399901006757704,0.541565036868739
ENSG00000140932,Gene,Gene,CMTM2,Unchanged,3.00990958416287,0.0217924115595003,0.480104829407906,0.939520826108999,0.962664724655062
ENSG00000140939,Gene,Gene,NOL3,Unchanged,1054.60273851093,-0.241218747264595,0.0873783399844488,0.00510433861694569,0.0144376683283038
ENSG00000140941,Gene,Gene,MAP1LC3B,Unchanged,1415.05560949647,0.444737932755301,0.0967969591258618,3.4761395729707e-06,1.74381446158836e-05
ENSG00000140943,Gene,Gene,MBTPS1,Unchanged,8136.0402933886,0.308022918700699,0.0593192132167403,1.9923494063569e-07,1.17798793951487e-06
ENSG00000140948,Gene,Gene,ZCCHC14,Unchanged,1768.18863810837,0.0893220963085672,0.0895475779755185,0.316293350447032,0.456505536755469
ENSG00000140950,Gene,Gene,MEAK7,Upregulated,1730.3228124771,1.18352804911487,0.0966370423557641,3.5649766304191e-35,1.25584003916517e-33
ENSG00000140961,Gene,Gene,OSGIN1,Upregulated,779.517383295888,1.25752351645847,0.130304589850564,1.02459456268801e-22,2.0912576002675e-21
ENSG00000140983,Gene,Gene,RHOT2,Unchanged,1303.52169965299,-0.333495562420396,0.083352296130471,5.1566855624282e-05,0.000215929454023644
ENSG00000140986,Gene,Gene,RPL3L,Unchanged,11.2513333396302,-0.199988776717336,0.423325053689514,0.499879203939258,0.635262691186157
ENSG00000140987,Gene,Gene,ZSCAN32,Unchanged,740.565701964856,-0.331885498193728,0.0966610108928306,0.00047691678754069,0.00169258005170225
ENSG00000140988,Gene,Gene,RPS2,Downregulated,68900.4879968147,-0.874680975631749,0.094250135520691,3.02902458933554e-21,5.70873101929329e-20
ENSG00000140990,Gene,Gene,NDUFB10,Downregulated,3651.73455741866,-0.797560855335401,0.107977241995543,4.67830252455834e-14,5.29304854225804e-13
ENSG00000140992,Gene,Gene,PDPK1,Unchanged,2450.48142789873,0.0568032378252678,0.0873854200152992,0.509140632527981,0.642994547603497
ENSG00000140993,Gene,Gene,TIGD7,Unchanged,25.648590797689,0.0333596120274091,0.263616881596682,0.888452645226137,0.92885017326357
ENSG00000140995,Gene,Gene,DEF8,Unchanged,3035.53700961496,0.138366523960638,0.0877327218661996,0.116818727520757,0.210316459781518
ENSG00000141002,Gene,Gene,TCF25,Unchanged,7262.85063652758,-0.219262106239234,0.0946690820950646,0.0220619586758913,0.0520089167926207
ENSG00000141012,Gene,Gene,GALNS,Unchanged,992.516152706628,0.311108135350646,0.102184591125592,0.00218041035243239,0.00674792071543448
ENSG00000141013,Gene,Gene,GAS8,Unchanged,1627.61363743075,0.0920403491724683,0.0775158134340258,0.222158320568936,0.349606525430952
ENSG00000141026,Gene,Gene,MED9,Unchanged,690.70960763619,-0.307057018370809,0.107922971339972,0.00367771146520111,0.0107896174118907
ENSG00000141027,Gene,Gene,NCOR1,Unchanged,2005.00601154541,0.457002028867332,0.0926450909503769,8.58009949996088e-07,4.66955100385054e-06
ENSG00000141030,Gene,Gene,COPS3,Unchanged,3136.2529514776,-0.513577745344637,0.101831594135036,2.67471247633063e-07,1.55375093240265e-06
ENSG00000141034,Gene,Gene,GID4,Unchanged,533.079711163929,-0.226941183796792,0.110008789649174,0.0354918750772632,0.0782490004475277
ENSG00000141068,Gene,Gene,KSR1,Unchanged,701.009316089089,0.131618717995361,0.0973736575218578,0.17231601120516,0.286167686105484
ENSG00000141076,Gene,Gene,UTP4,Unchanged,1513.03905189445,-0.320020028208235,0.0825976973683933,7.41102907250689e-05,0.000302526900650803
ENSG00000141084,Gene,Gene,RANBP10,Unchanged,1056.04458412233,-0.250276635329906,0.0729984789749817,0.000547175183809917,0.00192232168121548
ENSG00000141086,Gene,Gene,CTRL,Downregulated,46.2767506442954,-1.250910842709,0.233554370840159,1.57642430909549e-08,1.06415167342633e-07
ENSG00000141098,Gene,Gene,GFOD2,Downregulated,939.377108443259,-0.585876688672382,0.105578956536634,1.54728535374766e-08,1.04547099890684e-07
ENSG00000141101,Gene,Gene,NOB1,Downregulated,2473.82072461615,-0.792445803392599,0.0828697435716603,5.00659587843755e-22,9.83194816210165e-21
ENSG00000141127,Gene,Gene,PRPSAP2,Unchanged,1664.65570148923,-0.0293917914693199,0.0870085723539891,0.728870688606064,0.820709373295664
ENSG00000141179,Gene,Gene,PCTP,Upregulated,1058.0678304337,0.690423586965602,0.0978592772624577,7.82219789004802e-13,7.95433337828333e-12
ENSG00000141198,Gene,Gene,TOM1L1,Unchanged,2469.23578739564,-0.126874841550634,0.0737377704426021,0.081547450926883,0.156892654894996
ENSG00000141219,Gene,Gene,MTNAP1,Downregulated,1714.39879907209,-0.744651087523203,0.0858974169834916,1.82289250235303e-18,2.85010491299405e-17
ENSG00000141232,Gene,Gene,TOB1,Upregulated,1923.74624461412,0.603160322640509,0.0840579015278069,3.06675269707949e-13,3.25424772995412e-12
ENSG00000141252,Gene,Gene,VPS53,Unchanged,1264.69273800216,-0.130603081152041,0.0734398029689255,0.0689371779304381,0.136402013387915
ENSG00000141255,Gene,Gene,SPATA22,Unchanged,4.52691474433704,-0.104200025969503,0.447713986656311,0.71541000486644,0.811186532042877
ENSG00000141258,Gene,Gene,SGSM2,Unchanged,2712.46416417355,0.33814724861771,0.0607215313428384,2.05926218912951e-08,1.3751225673911e-07
ENSG00000141279,Gene,Gene,NPEPPS,Unchanged,4834.64588592151,0.017328713835535,0.0507854517400612,0.735112134837453,0.825342865788023
ENSG00000141293,Gene,Gene,SKAP1,Upregulated,341.036123336322,0.692294518006458,0.120391641739473,4.10576868951522e-09,2.94135083571748e-08
ENSG00000141294,Gene,Gene,LRRC46,Unchanged,14.9728863238438,-0.0909357516082273,0.3192252189813,0.728293443654431,0.820383132179367
ENSG00000141295,Gene,Gene,SCRN2,Unchanged,1484.05674958581,0.253150726991769,0.105925745096753,0.014727170152001,0.0365413107058431
ENSG00000141298,Gene,Gene,SSH2,Unchanged,593.514717274754,0.261061582069946,0.109459511059656,0.0152943961868121,0.0377517561240915
ENSG00000141314,Gene,Gene,RHBDL3,Unchanged,362.331246253406,0.564027033942273,0.12292772542855,2.59365210414797e-06,1.31943785237579e-05
ENSG00000141337,Gene,Gene,ARSG,Unchanged,813.912579641149,0.103890606984694,0.0913552602183607,0.241974034091512,0.372149360683836
ENSG00000141349,Gene,Gene,G6PC3,Unchanged,970.350160364423,-0.495610306167218,0.0907609669294441,3.02318268764138e-08,1.98261307306732e-07
ENSG00000141367,Gene,Gene,CLTC,Unchanged,34739.8582234748,-0.107645068030973,0.0662084717337654,0.0943537819767984,0.177217668175748
ENSG00000141371,Gene,Gene,CHCT1,Unchanged,2.66341464372097,-0.262242016738843,0.555886652973449,0.333583926398176,0.474642652630177
ENSG00000141376,Gene,Gene,BCAS3,Unchanged,1006.30854665759,0.13721357896878,0.089365597926455,0.116616434873456,0.210005260503577
ENSG00000141378,Gene,Gene,PTRH2,Downregulated,1914.13779013409,-0.847903239734408,0.0766534072234208,6.3141586591665e-29,1.75090576463223e-27
ENSG00000141380,Gene,Gene,SS18,Unchanged,5874.57414446196,-0.0722854555138774,0.0648344368356499,0.209725564272634,0.334057678405455
ENSG00000141384,Gene,Gene,TAF4B,Downregulated,1424.43149223029,-1.08144680014042,0.0781926354107159,3.83087163747017e-44,1.87174813875982e-42
ENSG00000141385,Gene,Gene,AFG3L2,Unchanged,4766.33520952169,-0.553023013606338,0.0854276617817396,5.18430344227248e-11,4.48949664406079e-10
ENSG00000141391,Gene,Gene,PRELID3A,Unchanged,181.311655292478,-0.0862088675598479,0.131065707106431,0.502437726443435,0.637208679778522
ENSG00000141401,Gene,Gene,IMPA2,Unchanged,601.48413299995,-0.35576679721325,0.10522736080361,0.000531624756551929,0.00187299429601837
ENSG00000141404,Gene,Gene,GNAL,Upregulated,574.853336153861,0.806185871585916,0.0877140186160009,1.45113915084551e-20,2.61902621949562e-19
ENSG00000141424,Gene,Gene,SLC39A6,Unchanged,8126.27943151193,-0.459660740185485,0.0708371237842428,5.92953907521971e-11,5.10387535361446e-10
ENSG00000141425,Gene,Gene,RPRD1A,Unchanged,6563.71848755268,-0.198105404936108,0.0784086680559563,0.0107721529010817,0.0276887317250217
ENSG00000141428,Gene,Gene,C18orf21,Unchanged,536.975166741982,-0.354783859980076,0.108516482548178,0.00084800343323981,0.0028665642076932
ENSG00000141429,Gene,Gene,GALNT1,Unchanged,4148.36804091178,-0.269786243373682,0.0961535530242363,0.00397353595805202,0.0115647567347059
ENSG00000141434,Gene,Gene,MEP1B,Unchanged,1.9662887296267,0.13877336868639,0.538685280721459,0.557062462082201,0.682175826260398
ENSG00000141437,Gene,Gene,SLC25A52,Unchanged,3.29958187023916,0.135501853677313,0.523050231597613,0.587415818736927,0.708365213107412
ENSG00000141441,Gene,Gene,GAREM1,Unchanged,754.178789197508,-0.246060174337671,0.0835047598629115,0.00308944775417726,0.00922019686410355
ENSG00000141446,Gene,Gene,ESCO1,Unchanged,1773.73488827524,0.192472678234373,0.232327133817896,0.365476385197145,0.507124254776081
ENSG00000141447,Gene,Gene,OSBPL1A,Unchanged,967.226718455794,0.327111367986943,0.085569278613879,0.00010850889588471,0.000430325619899139
